,q05_spot_factorsAstrocytes,q05_spot_factorsBergmann,q05_spot_factorsChoroid,q05_spot_factorsEndothelial,q05_spot_factorsGranule,q05_spot_factorsMicroglia,q05_spot_factorsOligodendrocytes,q05_spot_factorsPurkinje
priorregion1_spot_147,4.4084570589575377e-07,1.3849557149114845e-06,2.2557208989582023e-08,0.30331151038408277,0.5625685751438141,0.05509523786604405,3.440418367972598e-05,0.00025894167629303416
priorregion1_spot_148,1.850292155722855e-05,4.449989341992478e-06,7.828143566257494e-07,0.6754132091999054,0.016646029241383076,0.3852214813232422,9.380595565744443e-06,1.9343113124370577
priorregion1_spot_149,7.920572761577204e-06,1.6229406980983187e-06,4.453640985957464e-06,0.17712409496307374,0.13684688359498978,0.01610501082614064,1.1244329186865799e-06,2.1097737908363343
priorregion1_spot_150,5.169830365048256e-05,5.858837738514922e-07,5.934087159431556e-08,0.2325307384133339,0.6334272027015686,0.3770136162638664,1.7653244839266337e-07,0.2606406033039093
priorregion1_spot_151,3.3200768257302117e-06,2.2519496155837265e-06,3.856111629829684e-06,0.41647358834743503,0.5643759310245514,0.5928410261869431,6.383295135492517e-06,0.0713852945715189
priorregion1_spot_152,1.510766503542982e-06,8.569469720498545e-08,2.413353055175094e-08,0.00010297963563061786,0.0013692988315597177,0.7267705589532852,1.5340050207868218e-08,0.9477245181798934
priorregion1_spot_153,6.182804099807982e-07,1.9828172071356677e-06,2.1610176190733914e-06,0.1827188275754452,0.12081010900437833,0.445269376039505,5.869639139177708e-08,0.22594796791672705
priorregion1_spot_154,5.245054040869944e-07,2.1674087591350147e-07,4.2510444586696396e-08,3.449594146331947e-07,0.22800396457314492,0.83946995139122,0.0005474232020787895,0.051598808169364935
priorregion1_spot_155,6.115562758424176e-08,2.6518963469612803e-08,7.1935414291957045e-09,5.574204546832107e-08,5.8844201157626236e-05,0.21311679258942606,7.596882745097845e-09,0.05832458920776844
priorregion1_spot_156,2.8193005618959432e-05,0.003356008918490261,8.549853873773827e-06,0.00045396691421046854,0.0009471271914662793,0.060468132421374325,2.7150143466769805e-07,2.8632815957069395
priorregion1_spot_157,6.942545773824805e-08,2.700897724139396e-07,3.542671009881815e-08,1.171783185005188,0.10747665241360664,4.113756222068333e-06,2.559600076779134e-07,4.0802588685551204e-08
priorregion1_spot_158,2.1048782286925415e-06,1.095235990078436e-06,1.383217060890729e-08,0.8578621983528136,0.0005201030871830881,0.4104157716035843,5.43588384971372e-07,0.6633483380079269
priorregion1_spot_159,3.683497834572336e-05,0.002176139468792826,1.1416426696087001e-05,0.07141333669424058,0.005012210342101753,0.4547845467925072,3.7149370655242826e-05,1.931332504749298
priorregion1_spot_160,2.6751078507913917e-06,4.299981333133474e-06,8.827797692845253e-09,1.0565665543079377,0.1983984813094139,1.0391420423984528,0.00186235043220222,1.2312623709931358e-06
priorregion1_spot_161,1.560147416057589e-06,5.23685358189141e-07,1.3125429410010273e-08,1.0661929543687166e-07,0.00011756061976484489,0.36915225386619566,0.0010194853064604103,0.035135411843657496
priorregion1_spot_162,3.5051970189670105e-05,0.0003199394064722583,3.2563005902375155e-06,0.2797042980790138,0.14450966641306878,0.3533354252576828,6.862540999463818e-07,2.069057512283325
priorregion1_spot_163,2.7756985865323714e-08,6.112715240647049e-08,1.5272836240143308e-08,1.9458023388096992e-07,0.1960039168596268,0.3902273088693619,0.0002201725888880901,0.02929516974836588
priorregion1_spot_164,0.00011906242325494531,1.7624820316086698e-06,4.249928906574496e-08,0.18843082413077356,1.2756751298904419,0.528490224480629,2.4948395207502475e-07,1.1983826624373252e-07
priorregion1_spot_165,9.360934345750139e-05,0.006882655713707209,1.8661119952412265e-06,1.1660891950130463,1.7372128725051879,0.6609411597251893,7.505674402636941e-05,0.13522969856858252
priorregion1_spot_166,1.4037293738056178e-06,6.430172305726956e-07,4.5341585064306854e-08,0.4042265206575394,0.018164561968296765,0.36130691766738887,0.001386138389352709,0.8359404444694519
priorregion1_spot_167,0.0001312191910983529,0.00015405618760269137,9.924717487592717e-05,0.002272956178057939,0.005651305406354367,0.10516734272241593,1.2790274510621203e-07,1.5733186125755312
priorregion1_spot_168,4.167022289038869e-05,4.573910609906307e-06,1.428354585186753e-06,0.5845906376838684,2.0939889907836915,0.6145657032728195,3.4529404615568637e-06,0.3884814471006393
priorregion1_spot_169,3.914964736395632e-07,1.164864571023827e-07,1.7498749471656085e-08,0.07203180976212024,0.37694599479436874,0.322355592250824,0.00031945932132657615,0.18672316744923592
priorregion1_spot_170,1.0629817325025215e-05,1.7039958279951864e-07,2.6994065915886278e-08,3.3010444866476973e-07,0.297368261218071,0.2962245658040047,1.180016134583184e-07,0.1353241167962551
priorregion1_spot_171,1.629868336294749e-06,1.5273968543283444e-07,1.5883675441585864e-08,0.3403909742832184,0.1412373624742031,0.6989477843046188,1.6095403850613367e-06,1.3343383955088941e-06
priorregion1_spot_172,1.938842348891967e-08,1.2636159629764166e-08,5.8350815068664024e-09,5.715568818231987e-08,2.9594659309850615e-07,1.4880315646337296e-08,3.616142785212162e-09,0.14800058752298356
priorregion1_spot_173,1.4063853222978651e-05,2.0256726656953106e-05,7.226981523444921e-07,1.412387663125992,0.2028680108487606,0.2896639376878738,1.4081283055134012e-07,0.8852194458246231
priorregion1_spot_174,1.3066780184090026e-06,6.507870864425058e-08,2.6125157728529305e-05,0.42275284975767136,0.00013002431951463224,0.3003141567111015,9.554429825087141e-09,6.299694952360824e-08
priorregion1_spot_175,7.526450754085089e-05,0.0003560206459951587,2.5572518893568486e-06,0.12315337844192982,0.00672390996478498,0.0874244675040245,1.4823341274450288e-07,2.3123624205589293
priorregion1_spot_176,6.549605791406066e-06,1.4965918353482268e-06,1.3126986928568842e-07,0.6860404759645462,0.494818215072155,0.47629765272140506,0.0001929107282194309,0.2908423706889153
priorregion1_spot_177,1.356169576638422e-07,3.30800311587609e-08,4.827902722048807e-09,0.15328620821237565,3.1095012309378946e-05,0.11091553531587124,3.8004713474038e-07,0.09154391400516033
priorregion1_spot_178,3.8795763430243824e-05,1.4156210272631145e-05,4.232097509770938e-07,0.9933291524648666,0.0013927563501056283,0.1475986957550049,0.000472967149107717,2.530857837200165
priorregion1_spot_179,7.739447282801849e-05,1.4453692892857364e-05,5.7407845766022095e-08,0.2305159568786621,0.00034414959227433426,0.5487902790307999,0.00014131347488728353,0.2007240794599056
priorregion1_spot_180,1.717910199658945e-05,1.0138994048247696e-05,2.2418675182933612e-08,6.46318123472156e-05,0.00035183078434783963,0.24602380692958833,1.6100121680295842e-08,1.4767967462539673
priorregion1_spot_181,9.387657343040701e-07,2.272848085738133e-07,4.6103204454084336e-08,0.2297300986945629,0.012592643592506647,0.3004224941134453,0.000678530617733486,0.12616546899080278
priorregion1_spot_182,1.4237202231015545e-05,2.54389898145746e-05,7.078598230236822e-07,0.06415762230753899,1.3506009281627485e-05,5.305810350364481e-06,5.3766908969521414e-08,2.236279952526093
priorregion1_spot_183,7.476434325326408e-06,2.3421671130563487e-06,2.2050897712233567e-07,0.5834214329719544,0.6172683924436569,0.9888402730226517,1.1202990606307144e-06,0.497354681789875
priorregion1_spot_184,2.9267495733620308e-06,0.0003138858286547475,8.007495011952415e-07,1.5002331018447876,0.07639665007591247,0.2534700185060501,5.145874565641862e-05,0.6136144191026688
priorregion1_spot_185,3.6303781740798514e-07,1.4461933872667035e-07,5.196035890442374e-09,0.0003871418826747686,0.009158721240237354,0.2611327707767487,3.373984469590141e-07,0.7003214091062546
priorregion1_spot_186,3.934098676836584e-05,0.0003669615034596063,9.527018178800973e-08,0.8482600122690201,0.0003990341676399112,0.40346387326717376,1.0879534784180579e-08,0.28163237273693087
priorregion1_spot_187,2.0324281990724557e-08,8.088644332104878e-09,1.673594720585925e-08,0.1960962787270546,3.0535444466295303e-06,4.275933473962823e-08,9.352087104730344e-09,0.06360145024955273
priorregion1_spot_188,4.3757255298260134e-05,0.003168583335354924,1.295940300849452e-07,0.2487896889448166,0.011464665224775673,0.15352172851562498,1.5136586171138333e-06,2.079364037513733
priorregion1_spot_189,1.6535593516664448e-08,1.0001719674690436e-08,3.944140347655889e-09,1.0448392728790168e-08,0.047973635233938695,0.43272434175014496,6.6270556819958415e-09,1.513170975186995e-08
priorregion1_spot_190,3.2862796160770816e-06,1.5050430874907761e-05,2.0607431316932437e-08,0.26100839823484423,0.25475443005561826,0.3213569313287735,4.080899103087177e-08,3.0453078579739667e-05
priorregion1_spot_191,4.976419791091759e-06,0.0001947686541825533,4.411611040922026e-08,0.6926267564296722,0.845933037996292,0.29080900102853774,0.0011531848984304817,0.2672059237957001
priorregion1_spot_192,7.273952888908753e-08,1.0627147872810384e-08,5.965443383715298e-09,2.014652025650321e-07,0.17692118808627127,0.24494708105921745,8.411381244854966e-08,0.07636477537453173
priorregion1_spot_193,0.00021571109027718194,3.432432913541561e-05,2.0977918393327854e-05,0.18867918476462364,8.684772910783067e-05,0.2376395061612129,0.001247853721724823,2.144289064407349
priorregion2_spot_1,2.6123216912310456e-06,0.15212520733475685,2.0833304947842633e-08,2.574788815490337e-09,0.26330551952123643,8.354786245945435e-07,4.313339513828396e-06,2.520037597264491e-07
priorregion2_spot_2,8.869727821547713e-07,1.2238023519515993,3.214773034443397e-08,1.6063309704605898e-08,0.7174758523702621,1.4291498473539834e-06,3.509320540615591e-05,3.1925998246151725e-05
priorregion2_spot_3,3.923154199583223e-05,0.1876823514699936,4.125967141277442e-08,1.4838591297916536e-07,0.24817204326391218,3.7420783058905723e-07,2.6499142050743103,6.397561890025827e-07
priorregion2_spot_4,1.9130007217427193e-06,0.3336775600910187,7.77605944080051e-09,5.892797316775501e-09,0.5596263557672501,7.877758207541774e-07,1.0529080509513734e-05,9.578666913512281e-06
priorregion2_spot_5,9.912237004527924e-07,0.25405973494052886,1.276358010393608e-08,1.0735394084804285e-08,0.2378111146390438,7.089281524486069e-07,9.725509016789147e-06,8.426504294334336e-08
priorregion2_spot_6,4.825347730275098e-07,0.2519456773996353,1.1414633815931556e-08,1.742311885877257e-08,0.0001547399035189301,1.6134802365286306e-07,0.22547766044735906,1.9542504947622777e-08
priorregion2_spot_7,0.00016896752640604973,0.647309398651123,3.5216063793086506e-06,8.920658530087167e-07,0.7252609550952912,3.239028174562009e-07,0.40201719254255297,0.001689844741486013
priorregion2_spot_8,9.300910505771753e-06,0.3219733878970146,2.5123325109177588e-08,8.6794235798493e-08,0.0009081789670744911,1.5968307991443002e-07,1.3659462392330168,3.913964814472593e-08
priorregion2_spot_9,0.0001257482850633096,1.4466470003128054,6.142162121136608e-08,1.206639097972584e-07,0.25485041588544843,2.127695282183595e-07,0.9025814831256866,2.0628022298296856e-06
priorregion2_spot_10,2.1801753791805826e-05,0.001031777187017724,3.65850221228925e-08,3.43020637671998e-07,2.342802119255066,5.527297588514558e-07,0.7324890851974487,1.9032882008218622e-07
priorregion2_spot_11,0.0030632215552031995,1.8670006155967713,4.2073900630157365e-08,1.7131016463167726e-07,0.1773006170988083,8.267056557542674e-07,1.6445479154586793,5.871329267392867e-06
priorregion2_spot_12,9.053350768226665e-05,0.0035395474173128606,4.919328144836755e-08,4.937819767292241e-07,2.373421144485474,0.01345985778607428,1.4344266772270202,6.775799960223594e-07
priorregion2_spot_13,2.5437483782297934e-05,0.003709634463302791,2.3618482369869296e-08,6.489575753221288e-05,1.3913638710975647,1.5284848586816224e-07,0.19501719996333122,0.003663283097557724
priorregion2_spot_14,0.0009912507608532907,1.067004358768463,1.4561513808075688e-07,6.483249961775072e-07,1.4714554131031035,1.1215063352665312e-06,1.465073150396347,3.4820461678464203e-06
priorregion2_spot_15,0.001992275472730398,0.013215878745540977,7.642183810219195e-08,2.0242879088527842e-07,0.9580330282449723,1.521586106889572e-07,1.4563773989677429,5.549524621528689e-06
priorregion2_spot_16,2.1511182967515197e-05,0.27693854570388793,0.00012675943871727214,3.782579199196335e-07,0.2530883222818375,2.463099605165553e-07,1.064998245239258,1.034602561844622e-07
priorregion2_spot_17,0.00017738869646564127,0.13850012719631194,1.215312323665785e-06,6.708419874712491e-07,1.848388534784317,5.33183441575602e-07,1.3272337734699249,4.7443622179343946e-06
priorregion2_spot_18,1.841851099015912e-05,0.0030544053530320524,0.00019172392567270435,7.021796619710586e-07,0.7734631091356278,0.00026715881540440023,2.921978843212128,7.710259239956941e-07
priorregion2_spot_19,0.0004036463084048591,1.1019521534442902,1.2220253964301264e-07,1.8797017582983243e-05,0.9055417478084564,1.5540287506610188e-06,2.0046506404876707,1.157474576984896e-06
priorregion2_spot_20,5.703595797967865e-05,0.7905788064002991,1.5284449773389496e-06,7.22123461027735e-09,0.0037059151334688065,5.5529243780938485e-08,2.617101240158081,2.241337448083414e-07
priorregion2_spot_21,0.24971315190196036,0.040176515653729435,3.987910872638168e-08,3.146205600046415e-07,0.46769054383039477,7.198675803010702e-07,0.626182097196579,1.6624377053631178e-06
priorregion2_spot_22,2.9858157540729737e-05,0.22756437212228775,1.7577751876274305e-08,2.2581021070777753e-07,0.5690412372350693,2.502573721585577e-07,0.5921837240457535,3.2946479564088807e-06
priorregion2_spot_23,0.00034199406800325963,1.0477254092693329,5.0851300592569254e-08,5.170536866216935e-07,1.4714705884456634,1.0014669612701253e-06,0.25210945308208466,3.031956950394488e-07
priorregion2_spot_24,0.0005514431308256463,0.007509817229583859,0.00010347063107474241,2.895359600074698e-07,1.6007850170135498,0.0007194575882749632,0.7150487661361694,3.171631902887384e-07
priorregion2_spot_25,0.00021667765176971445,0.17410708740353584,7.576513105789218e-08,3.9808521989925796e-08,1.1625865757465361,2.4208083644339244e-07,0.2969861954450607,2.653902879501402e-06
priorregion2_spot_26,0.03598078340291977,0.9925679266452789,3.143754163659196e-08,1.0621936823440593e-07,1.7741715431213378,3.2721773521871e-07,0.02002907358109951,0.00018238455668324606
priorregion2_spot_27,0.07062675654888154,0.15291744247078895,3.334479075078889e-08,5.533448774741601e-08,0.003726547455880791,7.423430403719067e-08,0.6534541219472886,5.615792542101872e-08
priorregion2_spot_28,0.0006885817798320204,1.1740541219711302,2.438991131725743e-07,4.989705018942914e-07,1.2066925585269928,8.662459720198968e-07,0.8378571093082429,5.073746274320002e-06
priorregion2_spot_29,4.393706853988987e-06,0.00010833578417077661,2.276764270447984e-08,6.044432261376187e-08,1.2215410709381103,0.008630296168848871,0.7353030353784561,6.476622722573211e-08
priorregion2_spot_30,0.00016671105549903587,0.39989880472421646,8.224957745994743e-08,1.0537645529495876e-07,1.2709081649780274,1.583703527785474e-06,0.402932146191597,7.483199588875779e-08
priorregion2_spot_31,7.198215121206886e-06,0.0002824402297846973,3.103849302021899e-08,5.44103075483804e-08,0.5248860418796539,2.094287552267815e-07,1.5853446781635283,1.1438549414322097e-07
priorregion2_spot_32,0.015706531796604396,0.6634787112474442,1.312159426447579e-07,6.346764358511336e-08,0.4503095909953117,9.245223502318823e-08,0.36095790266990657,1.719261582877607e-07
priorregion2_spot_33,0.006341124535538256,0.017384629417210817,8.784817424611903e-07,3.7187028851803915e-07,2.9196053624153135,7.247169691027011e-07,0.9468580603599548,2.1678014718418124e-06
priorregion2_spot_34,1.798588036763249e-05,0.30171814262866975,8.341913417098113e-06,8.424312589738748e-08,1.1293223202228546,1.5777112167825182e-07,0.17102110609412194,1.3116000587842792e-07
priorregion2_spot_35,0.00022522440267493953,0.6881343215703963,1.948433879306322e-06,2.076851778554101e-07,0.5732070684432983,5.318306136814499e-07,1.2181433677673341,8.025516990528558e-06
priorregion2_spot_36,0.006497632013633847,1.2062582850456238,4.3379222489647875e-07,1.6020602231492378e-06,0.9130462855100632,8.264735072316398e-07,1.5355727314949035,0.003873243916314095
priorregion2_spot_37,4.619493665813935e-06,0.0008303590555442498,5.0116089767016096e-08,1.051189624234894e-08,0.2452329732477665,3.1123952339839887e-07,0.9867607831954956,7.493715742157292e-07
priorregion2_spot_38,2.114207982231164e-05,0.2184121035039425,6.200945588119567e-08,1.9374819828499313e-07,0.29080464839935305,2.2152891787641238e-07,0.5561405926942825,0.0011599728430155664
priorregion2_spot_39,0.0037965392926707863,1.3478302955627441,1.1049691188702581e-07,2.8581839472963116e-07,0.6647721916437149,6.459824589910569e-07,1.2533742725849153,9.893901460600318e-06
priorregion2_spot_40,6.424174061976373e-05,0.5053304970264435,4.602335810233172e-08,6.206133633668287e-07,0.5445249795913696,4.0440067721192464e-07,0.8565427362918854,4.586259046845953e-06
priorregion2_spot_41,6.945552127035626e-06,0.0005073476233519614,1.1864696944030585e-06,7.115228086718161e-08,1.49326149225235,5.837254860807661e-07,0.8346213102340698,0.00014132655414869077
priorregion2_spot_42,6.596286077353853e-08,6.801214567531133e-07,1.3235149465273822e-08,9.73905387446905e-09,0.00014933160127839074,1.4185343788497565e-08,0.8796993702650071,3.403002786228626e-08
priorregion2_spot_43,0.0005084395379526541,0.19113897159695625,9.348628623229161e-07,2.1509049247470103e-06,0.7101561516523361,6.74518423693371e-07,4.086531162261963,2.7893447168025893e-05
priorregion2_spot_44,0.0006927169160917401,0.6188394725322723,1.4159381521494653e-06,4.961510001066926e-07,1.3917827546596528,5.247901754046325e-07,0.6904585629701614,4.7357362262800964e-07
priorregion2_spot_45,0.009992874413728713,0.6259909003973008,7.210556915993039e-08,7.151941161964715e-07,0.9709545224905014,7.369088251607536e-07,1.0308772385120393,3.729076361196348e-05
priorregion2_spot_46,0.000545880667050369,0.584641695022583,8.253082205555983e-06,1.6644710342461622e-06,0.6193452328443527,7.779990227163581e-07,4.154317855834961,2.7566886728891404e-05
priorregion2_spot_47,0.07707269489765167,1.4075571238994598,4.495446486174615e-08,8.464974172284201e-07,2.0533268213272096,4.0670898897587905e-07,0.40502054840326307,1.7435638596907666e-06
priorregion2_spot_48,6.045203747362393e-07,0.00027296686894260345,1.570058225652815e-08,2.4874779658290437e-08,0.7737313717603683,2.1935351099955369e-07,0.25547392666339874,1.4245693864722853e-05
priorregion2_spot_49,0.0007109973375918344,0.6734346389770508,1.0496402893522828e-07,6.078995482994289e-07,0.646704038977623,6.745130576746306e-07,2.893666625022888,3.6173364264868727e-06
priorregion2_spot_50,0.0001084881467249943,0.056706026569008826,1.716394271156219e-08,2.942386160498245e-07,0.012187404464930296,5.525774412262763e-07,0.8656818866729736,6.835526761506116e-07
priorregion2_spot_51,2.622505935505615e-05,0.0006770409439923243,6.188058954137432e-08,0.0002882333646994084,2.418920159339905,5.107513658231256e-07,0.7866210967302323,4.2759309053508333e-07
priorregion2_spot_52,0.0899368278682232,1.405465030670166,1.0165390904148808e-06,7.450367832007033e-07,1.5519764423370361,7.854190187117638e-07,0.5810801208019256,0.00014382841909537093
priorregion2_spot_53,2.924519620250976e-07,0.001395642838906497,3.152783261128889e-08,7.2060533096163234e-09,0.0022135719074867664,1.1573675848808309e-07,1.559162223339081,5.276200568005151e-07
priorregion2_spot_54,8.532806958783112e-07,1.7118240884883564e-05,5.706602346222668e-09,2.8403243845787075e-08,0.7595426112413406,7.38808857647655e-08,0.2569464221596718,7.837546081645997e-06
priorregion2_spot_55,4.879906209680485e-05,0.0007586259307572618,3.004384563354279e-08,1.9687436918047754e-06,1.072951203584671,3.244443888661408e-07,2.897886061668396,0.0005189756629988551
priorregion2_spot_56,2.323866817732778e-06,0.00013680691918125377,8.464465999225014e-08,1.1941389876923836e-08,0.2706515535712242,6.898833504465074e-08,1.0075446367263794,5.867871948339599e-08
priorregion2_spot_57,0.09740276448428631,0.012050461722537875,9.747724547537474e-08,1.3133521974850739e-06,1.9060859739780425,1.2745260562496698e-06,1.232260912656784,2.3231485670294203e-06
priorregion2_spot_58,0.0568817175924778,0.6288316965103149,1.5037144365237507e-07,2.303145514304106e-07,0.31377495527267457,3.5118199974704113e-07,0.015644853375852107,7.379182425211183e-05
priorregion2_spot_59,1.872310195949467e-06,0.0013555051060393452,1.90425512691661e-08,4.138893416438805e-07,0.2829070851206779,5.518313940910959e-07,0.6093891710042953,2.702265092580092e-07
priorregion2_spot_60,4.799586640729104e-05,0.007749339798465371,3.38285600420818e-08,0.13922539800405503,0.04706670176237822,2.106599552575972e-07,4.802160596847534,7.735152564691817e-07
priorregion2_spot_61,0.0022570814238861204,1.1251418352127076,4.269907236675863e-07,0.17394535839557645,1.0416639566421508,2.117774965881836e-06,1.602784264087677,3.893168673130276e-06
priorregion2_spot_62,2.812770053424174e-05,0.001913941779639572,1.798899598171033e-08,5.666117260716419e-07,0.750959450006485,5.810143051121487e-07,0.9035248577594757,1.5167570737162354e-07
priorregion2_spot_63,0.0001387555144901853,0.0019428409577813,9.219649058422876e-07,8.566715081315124e-07,2.776120364665985,7.434248686877254e-07,2.2112920761108397,0.002255682204850018
priorregion2_spot_64,0.0007606085535371676,0.23769894391298294,3.337103350986581e-07,0.20483174547553062,1.4833468914031982,2.7885286044693203e-06,2.184514200687408,2.329895414732164e-06
priorregion2_spot_65,0.00015091013192432,0.0006170527427457273,5.660216277902919e-08,1.0459337680401859e-07,0.5211916625499725,3.6291429381662967e-07,1.7733055472373962,8.1370689031246e-07
priorregion2_spot_66,0.05121109019964933,0.017215135041624308,1.5920925363843706e-06,3.7892017076046617e-06,1.4805103242397308,2.66075468289273e-06,4.614292764663697,8.558063836971997e-06
priorregion2_spot_67,0.07440402619540691,0.006261364067904651,1.5401481601173827e-08,6.375677443770656e-08,0.6643922179937363,4.968911611058502e-07,0.018230227380990983,0.00011673428562062327
priorregion2_spot_68,2.917072336572346e-07,5.485097676682926e-06,1.0969294050866552e-08,2.4726755221138318e-08,0.2357291527092457,2.653306154343227e-07,0.21076927334070206,0.000522916013142094
priorregion2_spot_69,0.0006034376187017187,0.002446725533809513,7.239856216756381e-08,2.7036731893304027e-07,0.8680147707462311,2.2782387034681054e-07,1.2593234300613405,1.2747963864967462e-06
priorregion2_spot_70,2.9126900500386907e-07,7.58188315330699e-07,1.8060634676686506e-08,3.780567126021594e-09,0.0002836012296029366,2.1134103800335428e-08,1.6552337944507598,5.248335970264862e-08
priorregion2_spot_71,1.3773279405882022e-07,1.6323313730026713e-06,4.68912805445143e-05,1.0467763722488145e-07,0.000127343024360016,1.1561239006141477e-07,0.6161469280719757,9.394336117907187e-08
priorregion2_spot_72,3.192976855643792e-05,0.10004262775182723,5.4736766053054e-08,1.0532856649092538e-07,0.9681479424238204,0.0005530001886654644,0.4853106394410133,2.5730814559210558e-05
priorregion2_spot_73,1.374066800963192e-05,0.16907527595758437,3.7476764092048145e-08,6.693367531340755e-08,0.2715851664543152,2.0981711941203686e-07,0.4786377444863319,1.352702369672443e-07
priorregion2_spot_74,0.0008663637359859423,0.5192470490932465,1.1415370977374551e-07,3.539943477903762e-07,0.44947121292352676,2.8186322680312515e-07,1.6247276663780212,2.835770075648725e-07
priorregion2_spot_75,0.003468339366372675,0.3140696033835411,1.684590628769911e-07,8.065067447660112e-07,0.5907747000455856,5.944734510876516e-07,1.0328031957149506,1.398896929458715e-05
priorregion2_spot_76,0.04132355451583863,0.2426505744457245,2.9251066457902652e-08,7.476083112578635e-08,0.28291635513305663,3.275960295923142e-07,0.5948599219322205,2.470204969995393e-06
priorregion2_spot_77,6.693160031545631e-07,5.985514303574747e-06,0.0005258269957266748,3.663148606669609e-09,0.2068210154771805,5.8303591465858065e-08,0.2824169129133225,1.779085152975313e-07
priorregion2_spot_78,0.017581466399133206,0.6245426952838898,3.9561645159835736e-08,1.9109783906401389e-07,0.5704074144363404,2.8580898998598063e-07,0.7589155405759812,0.0029630440403707325
priorregion2_spot_79,9.376916059409267e-05,0.22956916317343712,1.1907479846584583e-08,2.176173339307752e-08,0.4606050819158554,6.65880744321612e-08,0.1285315364599228,5.560607085897118e-08
priorregion2_spot_80,0.04997797720134258,1.082798022031784,1.5774945865132399e-07,1.6481470481721772e-06,1.0906092047691345,1.0690143085412277e-06,1.6256961345672607,2.445082454869407e-05
priorregion2_spot_81,1.2113706873151387e-07,6.34420123333257e-06,4.563016497982632e-09,3.238735084565293e-08,0.32016759514808657,6.367831311138161e-08,0.4726401582360268,0.00022925605517229997
priorregion2_spot_82,6.140203513496089e-05,0.9969848662614822,7.89717010007962e-08,1.0908963119504737e-07,0.08170924708247185,1.9335837109224488e-07,3.1939288854598997,9.837501941944993e-08
priorregion2_spot_83,3.48071846019593e-05,0.09466533735394478,5.151169020223279e-08,8.16296836347874e-08,0.2937415733933449,2.1349759080635521e-07,1.3848406672477722,0.0034756988985463976
priorregion2_spot_84,0.0003201877610990778,0.8747935682535172,4.240405697686356e-08,1.9479731960814206e-07,0.6059226006269455,5.276152990063565e-07,0.9381089836359024,3.0554059435417005e-06
priorregion2_spot_85,0.0019149520492646845,0.519735985994339,3.60951369657414e-05,3.797735814714543e-06,2.026807224750519,4.2304701537432265e-06,2.5708094239234924,2.8609314313143845e-06
priorregion2_spot_86,3.1790012508281505e-05,0.012291748216375707,2.0695188673869325e-08,0.21682642847299574,0.24068339839577674,3.3282255600397554e-07,0.877222067117691,2.9085532878525553e-05
priorregion2_spot_87,0.10199815258383751,0.7091973453760146,3.065600537865976e-08,7.293318944334716e-08,0.11361273489892483,1.3096640643084355e-07,0.8147620916366577,4.9487968389883015e-08
priorregion2_spot_88,4.465700749278768e-05,0.0012166041880846026,1.1777191524231514e-07,4.468549491321028e-06,1.9227761447429657,2.5604422830838303e-06,1.1140002012252808,3.13273309870965e-07
priorregion2_spot_89,0.001724077551625669,0.4035000070929527,8.571540774937602e-08,6.493354135272966e-07,1.1793569803237913,0.012516283057630063,1.3720122277736664,0.0002798271918436512
priorregion2_spot_90,1.5315367249968403e-06,7.478986808564513e-05,7.446910146313713e-08,1.4799275671606439e-08,0.8361092537641526,1.1107377844155054e-07,0.5917079716920853,0.00158755216980353
priorregion2_spot_91,0.002108763600699604,0.8427440822124481,8.064476482161354e-08,3.262377035184728e-07,0.43811175078153614,6.377176447358579e-07,1.019548124074936,7.121558212475066e-07
priorregion2_spot_92,2.3812085942154227e-06,3.694193947012536e-05,2.491451032256009e-05,9.95034925566074e-09,0.08664735779166222,3.8168198983612457e-07,0.6773554056882858,5.169291625861661e-08
priorregion2_spot_93,0.0001809515873901546,0.03143345825374126,3.0848015519779896e-08,2.63737230454808e-07,1.5609464526176453,1.1482595823508745e-06,0.8293722867965698,0.0015412973356433214
priorregion2_spot_94,6.380728591466322e-05,0.8451950460672378,3.607907001423882e-05,3.854202432762577e-08,0.003244157414883375,7.696361166154021e-08,1.6320684611797334,8.388988810281717e-08
priorregion2_spot_95,0.00023907348004286176,0.975908601284027,3.8943333713348236e-08,1.9802582400529906e-07,0.4247272074222565,1.7969684904528548e-07,0.8321753144264221,6.257935674511828e-05
priorregion2_spot_96,3.1337933592112675e-06,0.006392837362363934,3.128915189165582e-08,0.0004443230165634304,0.215716290473938,8.324441751028644e-07,0.4406132578849793,0.0006270953279454261
priorregion2_spot_97,0.018499672971665857,0.22977852448821068,1.2638452702162796e-07,2.7792036917162476e-06,0.8035896867513657,6.158363817121427e-07,0.316461843252182,1.1270894503923046e-06
priorregion2_spot_98,0.00044026934483554214,0.6177031189203263,5.922152332971109e-08,1.2971047240739612e-07,0.7338761985301971,7.29515420516691e-07,0.7526890814304351,3.31408124054633e-07
priorregion2_spot_99,0.0001929417114297394,0.002885315229650587,1.0547852582476482e-07,2.6941537498714754e-07,1.326950776576996,5.137864036441898e-07,2.9283561944961547,2.651934719324345e-05
priorregion2_spot_100,0.0005823931918712333,0.47039835155010223,2.48408857260074e-05,2.2523031333321345e-07,1.06982279419899,4.2663422590294435e-07,1.3564327359199524,8.596779161962332e-06
priorregion2_spot_101,0.00011722651943273377,0.4204048484563827,4.3580298836332075e-08,9.88178033622944e-08,0.8715297251939774,2.5166998796066764e-07,0.5614651352167129,1.6272668176497974e-06
